0.703026,0.490673,0.512179,0.341861,0.75334,0.394716,0.603796,0.549053,0.503636,0.588825,0.787141,0.429356,0.339438,0.744072,0.45881,0.541023,0.657664,0.543407,0.64864,0.62486,0.574734,0.563433,0.229567,0.568244,0.646853,0.444966,0.716006,0.673513,0.735001,0.585573,0.64756,0.782975,0.434655,0.732426,0.49794,0.676676,0.451865,0.407031,0.745031,0.728422,0.381053,0.542988,0.523599,0.722713,0.38913,0.355369,0.512676,0.577877,0.483826,0.691608,0.777876,0.700513,0.245343,0.375444,0.729991,0.700849,0.389588,0.44735,0.768158,0.757096,0.600707,0.763723,0.437715,0.295658,0.501247,0.592171,0.453604,0.546551,0.630827,0.554001,0.766447,0.618642,0.691228,0.659423,0.494214,0.70131,0.546498,0.404074,0.528047,0.752166,0.707819,0.765417,0.787943,0.701637,0.756537,0.481178,0.774066,0.657664,0.531499,0.574459,0.701382,0.435922,0.629843,0.705372,0.724722,0.30644,0.122094,0.572399,0.74752,0.755987,0.777599,0.242306,0.781447,0.526993,0.714005,0.477158,0.314674,0.376169,0.559943,0.476605,0.337702,0.522563,0.742899,0.693226,0.632316,0.746402,0.526536,0.785702,0.695716,0.750042,0.548037,0.213594,0.633109,0.736299,0.571669,0.765316,0.679395,0.686662
-1.00254,-0.514592,-0.836506,-0.754049,-0.965056,-0.457337,-0.706061,-0.528046,-0.672155,-0.820883,-0.8095,-0.578619,-0.880442,-0.558283,-0.693954,-0.681224,-0.571139,-0.714627,-0.908266,-0.71139,-0.679914,-0.832332,-0.905891,-0.800448,-0.581954,-0.897651,-0.61379,-0.924501,-0.879815,-0.787627,-0.710827,-0.866829,-0.840652,-0.691555,-0.867742,-0.83593,-0.728273,-0.819128,-0.616158,-0.95936,-0.865352,-0.518365,-0.732234,-0.889619,-0.864822,-0.757514,-0.56409,-0.848363,-0.545704,-0.224908,-0.862636,-0.852235,-1.03387,-0.761623,-0.616753,-0.999815,-0.840402,-0.82085,-0.827127,-1.02651,-0.789712,-0.912762,-0.754308,-0.552825,-0.908447,-1.01982,-0.424761,-0.385918,-0.666138,-0.958777,-0.896073,-0.799086,-0.905248,-1.06685,-0.863652,-0.981124,-0.974473,-1.02956,-0.820661,-0.526277,-0.911585,-1.00594,-0.520573,-0.899323,-0.957325,-0.940499,-0.784163,-0.587028,-0.876723,-0.59835,-0.660094,-0.909968,-0.840839,-0.973865,-0.829573,-0.908321,-0.810485,-0.907447,-0.963758,-0.895811,-0.336899,-0.635019,-1.01542,-0.832734,-0.848824,-0.885682,-0.88885,-0.859141,-0.940351,-0.724887,-1.00891,-0.888344,-0.574387,-0.678608,-0.951006,-0.751415,-0.568742,-0.606826,-0.463322,-0.588495,-0.884586,-0.908654,-0.741135,-1.01299,-0.988344,-0.762042,-0.546415,-0.882167
0.869089,0.73871,0.659259,0.574402,0.64828,0.712118,0.400197,0.850728,0.783378,0.636626,0.785367,0.788036,0.726344,0.84165,0.62534,0.787367,0.502623,0.533397,0.352621,0.835638,0.537102,0.727976,0.371245,0.480933,0.598998,0.659688,0.637282,0.640891,0.672808,0.531792,0.605285,0.378118,0.765588,0.514967,0.634319,0.45079,0.486226,0.876507,0.544431,0.128888,0.542044,0.737897,0.753335,0.480187,0.550486,0.588735,0.257551,0.371691,0.58291,0.295723,0.619117,0.632233,0.803389,0.686316,0.420883,0.697538,0.621882,0.674826,0.685796,0.300682,0.267174,0.445915,0.52861,0.751137,0.48281,0.253228,0.372594,0.543951,0.54252,0.286876,0.642252,0.75677,0.294807,0.68236,0.523378,0.578819,0.537335,0.25474,0.593822,0.571598,0.724864,0.706641,0.66521,0.572656,0.639816,0.579276,0.400577,0.846751,0.625657,0.45079,0.578548,0.450626,0.269385,0.436476,0.632033,0.629179,0.679459,0.745596,0.746946,0.793687,0.606932,0.782106,0.818875,0.412601,0.62157,0.614802,0.62629,0.355356,0.392071,0.821883,0.328735,0.595824,0.608425,0.740843,0.736182,0.896285,0.587338,0.53052,0.761276,0.61692,0.815886,0.438487,0.291342,0.599598,0.52104,0.449643,0.410683,0.627561
2.35955,2.0872,2.18229,2.25448,2.1655,1.44628,2.30519,1.93687,1.75046,2.28067,2.6624,1.87433,1.39783,0.63886,0.598125,2.50189,1.64554,0.937411,1.76072,2.61904,1.33999,3.18755,2.7236,1.29657,1.75729,1.60111,1.76112,1.32034,1.25974,1.47566,0.63901,2.06518,2.02524,2.10575,1.64015,2.16922,3.18492,1.13609,2.71913,1.90814,2.67139,2.54143,1.87673,2.20319,1.2656,1.03241,2.49556,1.19109,2.71048,1.44674,2.17603,1.77951,2.03072,2.1219,2.45978,0.368818,2.22771,1.22379,0.834862,2.27097,2.65221,2.22984,1.92569,0.796898,1.29006,0.887522,1.41615,2.16446,1.2427,1.39865,1.71708,0.509332,1.13724,2.37198,1.95286,0.95228,1.99473,1.62417,0.919418,1.23385,0.636999,0.444385,1.99916,1.35325,1.38641,2.37175,2.0183,2.13375,2.12921,1.9549,2.72477,1.71905,2.84107,1.69958,1.64434,2.82535,0.990403,2.16557,1.72299,2.03715,0.433559,1.50627,1.27184,0.821309,1.70731,1.97948,2.1882,2.22104,1.30615,0.553743,2.31237,1.62242,2.07565,1.23739,1.85546,1.21244,2.03807,2.89093,2.1552,2.10673,2.3003,1.6378,0.521786,1.34356,1.623,0.712081,0.755894,1.97202
5.20836,4.23245,3.07955,0.379923,5.51395,1.56596,4.55859,6.7239,3.70818,1.28888,1.71412,6.71774,3.17612,0.995556,4.81497,4.40308,2.59084,1.93091,1.62659,5.92416,4.8978,3.60725,1.62899,1.07468,4.93918,1.71471,4.98376,4.15461,0.858823,3.77868,2.36176,0.508975,3.22986,1.55558,4.03322,4.36441,5.09295,5.85436,3.57481,1.89447,5.75118,1.51862,3.83491,4.22538,5.06005,4.7617,3.0707,2.64195,4.26515,3.0152,3.84594,3.50123,4.77313,0.500265,1.99409,3.13011,3.03136,2.66083,5.11391,5.65935,2.79555,3.64028,3.31821,3.63894,3.80909,5.93477,0.509445,2.97282,4.29518,6.96238,3.93902,5.31987,4.31702,3.85788,5.04703,1.20046,5.06761,1.63893,5.74772,2.06062,2.7987,3.96247,1.85038,4.72997,5.23304,5.38618,4.31809,5.24409,5.01899,1.28855,1.66585,5.75938,1.89845,5.71139,6.74324,2.98981,4.43848,4.59866,5.36151,3.99339,1.09698,5.26074,2.49266,1.384,4.29835,0.193265,5.52804,4.511,0.802866,5.32729,4.0947,1.72273,2.68714,5.18121,2.91955,3.35971,5.05295,2.24038,2.61394,3.1076,4.0629,6.70318,6.29164,4.12358,3.73326,0.513445,4.14767,4.89057
8.91651,8.1984,7.39711,2.81069,7.11881,5.9143,10.3944,8.20648,8.71998,3.81216,8.35983,3.41303,6.93171,10.9976,2.54856,5.91229,1.83346,5.01191,11.2078,3.27995,2.58182,4.65155,6.74373,7.03983,8.55709,5.49255,4.90864,5.51343,4.65902,6.43462,6.66116,6.80702,4.98027,7.29176,7.37518,2.65994,4.84309,5.61842,6.7307,8.98049,2.47043,8.83535,2.69996,5.29217,7.63393,4.16716,7.66417,2.5165,8.02678,8.1638,8.82161,8.55317,5.20981,10.7142,9.45404,1.20156,5.51517,9.55483,4.70181,5.17573,7.37518,5.41397,5.90027,4.22994,3.88101,4.38553,9.69088,7.20127,3.38449,10.8448,2.76822,2.82666,2.636,6.79374,8.92108,5.80387,6.32244,7.16569,0.921496,3.63694,10.0146,5.56276,7.12463,7.85792,3.00787,0.231218,3.19444,7.54115,0.919549,8.32127,6.64083,7.83317,4.36902,6.9986,7.94604,9.44184,1.67551,0.829581,7.88997,6.64844,8.39784,5.9143,1.16365,10.3789,6.69077,3.93274,6.08805,1.39882,0.431059,2.31811,6.13757,3.72647,1.20572,7.00423,7.77717,3.5794,5.40557,4.30208,6.56214,6.9262,8.56972,1.93302,5.11339,1.38701,7.27044,3.33329,2.32897,8.46553
9.363,10.661,8.74269,14.7276,12.7654,8.25328,2.2994,6.83388,1.65462,8.09392,3.03397,8.14946,11.0072,6.74121,8.3992,10.9589,9.17415,10.9589,4.82992,2.02958,8.15567,9.08355,2.8469,4.57652,10.0991,10.0733,10.0214,9.30593,9.88238,10.1306,9.363,10.5401,4.87547,1.31104,7.20363,3.87618,8.14635,6.7604,9.45827,13.6501,4.48531,1.68222,9.00574,8.11235,8.31427,6.83606,3.60189,7.14687,13.3288,4.68484,12.3846,1.38664,11.104,11.706,5.26133,10.1691,3.14742,2.22035,4.19981,10.9225,7.71145,10.8453,9.1077,3.20382,0.315083,10.7231,10.3213,8.59184,7.08763,7.38895,8.00902,2.95962,6.54715,11.8225,3.04998,5.49954,8.57782,9.82334,4.08974,2.32997,8.66825,6.03517,8.98521,10.2619,5.74795,1.15406,9.28169,4.06872,6.08845,7.47158,7.49779,8.16814,11.0868,12.9298,10.2133,11.9681,7.11121,1.46724,4.86723,2.52988,12.9024,3.84343,8.95885,5.74641,5.54663,8.68939,0.325756,8.7606,7.91121,1.06601,8.1619,8.429,5.58868,14.4981,6.09887,2.83934,8.89918,9.5898,0.733175,14.8034,9.91446,10.2324,5.31363,9.09608,11.816,9.28572,8.32074,8.16502
8.28524,12.9732,7.8313,9.93755,11.1177,6.28236,10.6801,7.68721,8.37467,6.17347,10.7754,2.98506,8.28208,11.0078,8.15769,8.41358,12.6709,10.3008,1.93161,0.288583,8.2884,2.04342,10.9327,8.50581,2.89323,4.651,5.84621,8.74197,9.64206,9.2284,10.6019,8.33291,11.5675,8.45286,1.33237,8.27893,12.2872,10.8539,11.903,9.01399,8.73143,10.0432,10.8562,8.24437,8.44958,9.39603,4.4729,3.51572,11.2847,5.34695,2.48631,10.1797,8.04293,15.1238,5.00867,9.25593,8.98789,9.65062,10.5249,0.32021,5.6194,8.15463,8.2569,9.29553,9.97863,8.04293,4.89628,8.53925,8.13936,8.5628,6.6537,5.2543,12.3958,7.73648,11.5303,8.3876,9.15067,11.8253,11.3734,6.0162,8.693,10.315,5.83847,1.17284,8.09086,8.30107,8.44629,11.4937,8.25377,11.2672,2.82147,4.09133,8.39084,9.63778,0.785915,8.61373,8.72792,8.53589,8.64801,0.331057,8.38113,12.2046,10.5916,8.29473,6.45899,13.878,10.9162,3.83631,10.394,6.16646,12.3115,11.1291,10.0758,7.78485,9.89681,10.1417,5.40011,8.42991,10.8616,1.81987,10.3791,8.45286,8.06982,4.15471,9.02148,8.45615,9.59339,9.12377
7.09126,10.081,1.4629,9.4472,3.52167,8.83216,8.09895,2.10078,7.16427,9.41693,5.05909,14.1474,0.259248,6.28112,11.2139,5.24055,12.6516,11.9539,13.5464,6.57307,6.74688,10.7446,10.3574,10.7752,13.6297,6.06365,10.8727,17.486,14.4179,6.93245,10.8548,3.65807,9.66319,10.1702,12.0301,15.0928,10.7771,4.99695,2.78685,11.1477,7.31892,10.8548,12.8895,0.518275,13.3955,14.6409,8.21978,7.221,4.00486,13.8004,11.7782,11.4717,7.39051,11.1336,11.7573,10.2411,11.3292,7.32932,7.04592,12.811,11.6691,12.5734,10.806,10.8459,13.6297,10.4681,14.7306,11.4073,14.4577,8.98978,10.9311,13.4975,6.20449,12.8358,4.74842,2.90342,10.5348,8.57702,7.81648,1.53588,13.7003,0.513815,13.3477,11.9001,12.4433,9.6895,8.87762,14.3503,6.76666,13.0512,10.3253,13.8004,10.1468,8.41865,10.8593,5.83874,13.9344,9.56706,15.2303,11.4568,13.2011,13.0255,12.6516,12.688,14.4155,3.66212,13.1879,4.07648,13.395,10.3453,13.7788,12.9808,9.77908,11.0823,2.90215,9.88878,13.5113,3.3986,5.40551,10.8772,12.6068,9.7827,8.13132,1.77208,5.50109,12.8671,3.71355,10.6537
17.0129,10.1564,13.8223,4.65222,3.79417,6.09929,10.1564,13.3872,5.16592,2.08969,10.8075,12.8789,11.0122,7.08167,15.5656,10.5241,14.6843,16.7726,3.23242,6.63631,2.10373,1.71663,12.1175,14.0265,4.43014,12.253,14.4319,14.209,6.54785,14.8682,12.6896,12.3593,14.4534,6.30862,7.5911,15.8704,6.68457,9.07294,9.04989,3.86205,11.35,17.0792,5.51489,13.032,3.85891,4.00033,17.146,5.27886,11.9398,10.2367,14.1589,3.80995,9.62463,16.9371,16.0633,0.460052,12.232,3.20118,14.4828,3.94549,14.2083,14.845,13.9852,17.0028,7.0085,4.46905,14.3628,14.2729,13.1221,10.1928,1.54139,11.5338,11.787,17.9014,14.0265,10.8694,15.2584,14.6848,13.3683,14.5717,16.0906,9.33452,8.98425,9.55042,6.8749,11.4873,8.46381,8.55274,9.99607,9.09321,2.05873,16.5762,15.9509,6.39787,2.39137,13.4187,8.98992,0.754965,14.0265,17.0282,11.111,13.8559,11.6232,13.0201,0.947084,12.0204,1.93644,1.66994,11.2763,15.0251,16.0041,15.2064,4.82439,4.86179,7.85047,7.19251,8.08207,10.7545,2.6835,10.7748,4.46905,10.1456,14.3918,2.47702,11.99,13.4377,9.38681,5.83279
